표준코드,본부,지사,시설명,소재지,착공년도,준공년도,종별,구분,유역면적,홍수면적,만수면적,수혜면적,한발빈도,홍수빈도,제체형식,제체체적,제체길이,제체높이,총저수량,유효저수량,사수량,취수형식,홍수위,만수위,사수위,연락처
4824010143,경남,사천,대포,경상남도 사천시 서포면 구평리,1944-02-21,1945-12-31,2,보조수원,7,0.58,0.55,9.3,10,100,필댐(죤형),700,112,2.2,6.84,6.84,0,사통형,4.68,4.67,2.75,055-851-8100
4824010144,경남,사천,구평작은골,경상남도 사천시 서포면 구랑리,1944-02-21,1945-12-31,2,보조수원,5,0.37,0.36,10,10,100,필댐(죤형),2220,85,4.07,7.33,7.33,0,사통형,15.2,14.95,12.01,055-851-8100
4824010145,경남,사천,까치섬,경상남도 사천시 서포면 구평리,1944-02-21,1945-12-31,2,보조수원,6,0.28,0.27,1.3,10,100,필댐(죤형),1495,77,3.79,5.84,5.84,0,사통형,4.9,4.45,1.29,055-851-8100
4824010146,경남,사천,신소,경상남도 사천시 서포면 다평리,1944-02-21,1945-12-31,2,보조수원,12,0.27,0.26,40,10,100,필댐(죤형),2775,50,4.16,5.18,5.18,0,사통형,5,4.65,1.71,055-851-8100
4824010147,경남,사천,금산골,경상남도 사천시 서포면 다평리,1968-01-01,1968-12-31,2,보조수원,6,0.52,0.51,52.4,10,100,필댐(죤형),4881,70,5.68,11.31,11.31,0,사통형,5.2,4.67,0.6,055-851-8100
4824010148,경남,사천,검섬,경상남도 사천시 서포면 선전리,1944-02-21,1945-12-31,2,보조수원,6,0.28,0.27,15,10,100,필댐(죤형),620,100,3.76,4.4,4.4,0,사통형,5.78,5.28,2.65,055-851-8100
4824010149,경남,사천,풍송골,경상남도 사천시 서포면 선전리,1944-02-21,1945-12-31,2,보조수원,5,0.12,0.11,17.5,10,100,필댐(죤형),2500,80,3.44,1.84,1.84,0,사통형,3.6,3.44,0.7,055-851-8100
4824010150,경남,사천,광개,경상남도 사천시 서포면 선전리,1944-02-21,1945-12-31,2,보조수원,5,0.37,0.36,24.5,10,100,필댐(죤형),3605,70,3.37,5.18,5.18,0,사통형,4.2,3.95,1.35,055-851-8100
4824010151,경남,사천,선창암,경상남도 사천시 서포면 선전리,1944-02-21,1945-12-31,2,보조수원,5,0.36,0.35,25.2,10,100,필댐(죤형),2735,70,3.92,6.66,6.66,0,사통형,6,5.78,2.97,055-851-8100
4824010152,경남,사천,아포,경상남도 사천시 서포면 선전리,1944-02-21,1945-12-31,2,보조수원,5,0.62,0.61,12,10,100,필댐(죤형),2028,30,4.61,3.9,3.9,0,사통형,4.8,4.63,0.18,055-851-8100
4824010153,경남,사천,염전,경상남도 사천시 서포면 선전리,1944-02-21,1945-12-31,2,보조수원,5,0.63,0.62,3.5,10,100,필댐(죤형),6826,120,4.97,13.42,13.42,0,사통형,18,17.78,14.26,055-851-8100
4824010154,경남,사천,망구,경상남도 사천시 서포면 구랑리,1944-02-21,1945-12-31,2,주수원,7,1.14,1.13,6.7,10,100,필댐(죤형),6120,150,3.32,16.97,16.97,0,사통형,15.9,15.65,13.18,055-851-8100
4824010155,경남,사천,굴포,경상남도 사천시 서포면 내구리,1967-02-20,1968-12-31,2,보조수원,20,0.74,0.73,66.4,10,100,필댐(죤형),2565,40,5.28,19.37,19.37,0,사통형,4.9,4.36,0.55,055-851-8100
4824010156,경남,사천,한개,경상남도 사천시 서포면 조도리,1944-02-21,1945-12-31,2,보조수원,5,0.23,0.22,1.8,10,100,필댐(죤형),985,50,4.08,4.31,4.31,0,사통형,11.6,11.08,8.13,055-851-8100
4824010157,경남,사천,달랑골,경상남도 사천시 서포면 내구리,1944-02-21,1945-12-31,2,보조수원,6,0.25,0.24,6,10,100,필댐(죤형),2329,70,3.73,4.57,4.57,0,사통형,33.6,33.44,30.75,055-851-8100
4824010158,경남,사천,석계,경상남도 사천시 용현면 석계리,1998-03-27,2003-12-20,1,주수원,200,10.8,9.8,83.4,10,200,필댐(죤형),2052753,231,28.83,1270.23,1222.8,47.43,취수탑형,106.82,105.85,85.6,055-851-8100
4824010161,경남,사천,외구,경상남도 사천시 서포면 외구리,2008-02-05,2013-12-20,1,보조수원,53,14.07,13.73,595,10,200,필댐(죤형),124.99,163,19.4,1171.2,1159.5,11.7,사통형,31.46,30.66,16.6,055-851-8100
4824010253,경남,사천,가천,경상남도 사천시 사남면 가천리,2010-11-29,2015-03-31,1,주수원,220,8,7.9,21,10,200,필댐(죤형),503913,230,41,1091.8,1086.2,5.6,취수탑형,165.2,164,140,055-851-8100
4824010256,경남,사천,대가곡,경상남도 사천시 정동면 소곡리,2002-01-01,2017-01-01,1,주수원,408,35.06,33.19,0,10,0,필댐(죤형),0,270,42.2,3780,3720,60,취수탑형,108,107,83.5,055-851-8100
4825010063,경남,김해.양산.부산,양동,경상남도 김해시 주촌면 양동리,1952-01-01,1954-01-01,2,보조수원,200,2.57,2.42,5,3,50,필댐(죤형),39000,143,11,107.8,107.8,0,사통형,101,100,92.5,055-320-4833
4825010076,경남,김해.양산.부산,진례,경상남도 김해시 진례면 신안리,1976-07-21,1978-11-30,1,주수원,472,13.4,12.8,241.8,10,200,필댐(죤형),1017000,267,41,2101,2095,6,사통형,132.3,131,100,055-320-4833
4825010139,경남,김해.양산.부산,성포,경상남도 김해시 생림면 생철리,1953-01-01,1954-01-01,2,보조수원,40,0.97,0.8,4.5,3,30,필댐(죤형),3000,155,4.7,23.54,23.54,0,사통형,21,20,15.2,055-320-4833
4825010140,경남,김해.양산.부산,시곡,경상남도 김해시 생림면 생철리,1953-01-01,1954-01-01,2,보조수원,45,0.62,0.56,1.4,3,30,필댐(죤형),4000,62,4.8,10.68,10.68,0,사통형,72.68,71.68,68.3,055-320-4833
4825010141,경남,김해.양산.부산,훈도곡,경상남도 김해시 생림면 생철리,1953-01-01,1954-01-01,2,보조수원,20,1.2,1,8.5,3,30,필댐(죤형),4000,68,5,34.91,34.91,0,사통형,36,35,30,055-320-4833
4825010142,경남,김해.양산.부산,지곡,경상남도 김해시 생림면 생철리,1953-01-01,1954-01-01,2,보조수원,20,0.69,0.5,0,3,30,필댐(죤형),3000,50,5,14.7,14.7,0,기타,8.01,7.1,3.5,055-320-4833
4825010143,경남,김해.양산.부산,안양,경상남도 김해시 생림면 안양리,1952-01-01,1954-01-01,2,보조수원,25,0.97,0.8,0.3,3,30,필댐(죤형),4000,70,4.8,18.8,18.8,0,사통형,35,34,29.3,055-320-4833
4827010014,경남,밀양,숭진,경상남도 밀양시 삼랑진읍 숭진리,2014-05-28,2018-12-20,1,주수원,279,5.74,5.26,75,10,200,필댐(죤형),225904,167,22.6,428.3,420.2,8.1,사통형,75.7,74.5,60,055-359-6307
4827010019,경남,밀양,남전3,경상남도 밀양시 하남읍 남전리,1945-01-01,1945-12-31,2,주수원,36,0.39,0.37,6.6,5,200,필댐(죤형),45020,155,4.6,5.89,5.89,0,사통형,79.4,79.1,76,055-359-6307
4827010020,경남,밀양,남전2,경상남도 밀양시 하남읍 남전리,1945-01-01,1945-12-31,2,보조수원,30,0.41,0.39,4,5,200,필댐(죤형),33860,197,3.5,6.24,6.24,0,사통형,58.3,57.9,56,055-359-6307
4827010021,경남,밀양,남전4,경상남도 밀양시 하남읍 남전리,1945-01-01,1945-12-31,2,보조수원,24,0.3,0.29,8.8,5,200,필댐(죤형),22520,157,4.04,5.21,5.21,0,사통형,47.07,45.69,44.22,055-359-6307
4827010023,경남,밀양,남전1,경상남도 밀양시 하남읍 남전리,1965-02-11,1967-12-29,2,주수원,96,2.99,2.85,50.1,7,200,필댐(죤형),68720,180,6,112.01,112.01,0,사통형,60.55,59.85,56,055-359-6307
4827010027,경남,밀양,귀명,경상남도 밀양시 하남읍 귀명리,1945-01-01,1945-12-31,2,보조수원,20,0.57,0.54,4.8,5,100,필댐(죤형),28350,150,3.5,11.22,11.22,0,사통형,17.9,17.4,14.5,055-359-6307
4827010039,경남,밀양,덕곡,경상남도 밀양시 부북면 덕곡리,1945-02-09,1945-12-31,1,주수원,610,26.4,22.52,231.4,10,100,필댐(죤형),242220,356.2,10.8,687.37,590.37,97,사통형,42,41,37,055-359-6307
4827010041,경남,밀양,가산,경상남도 밀양시 부북면 대항리,1927-11-21,1931-12-20,1,주수원,1570,65.7,61.57,682.3,10,200,필댐(죤형),187450,422,12.25,3393.77,3383.18,10.59,사통형,59.7,59.5,50,055-359-6307
4827010043,경남,밀양,상항,경상남도 밀양시 부북면 대항리,1961-02-01,1963-12-30,1,주수원,669,5.9,5.5,75.4,10,200,필댐(죤형),122339,208,20.7,613.3,606.88,6.42,사통형,124.5,123.5,112,055-359-6307
4827010044,경남,밀양,정동,경상남도 밀양시 부북면 대항리,1961-01-01,1963-12-30,2,보조수원,170,4.39,3.28,35,5,200,필댐(죤형),73310,230,6.5,92.22,92.22,0,사통형,72.31,71.61,67.1,055-359-6307
4827010045,경남,밀양,퇴로동,경상남도 밀양시 부북면 퇴로리,1945-01-01,1945-12-31,2,보조수원,50,0.51,0.49,6.6,10,200,필댐(죤형),65540,202,5.5,13.32,13.32,0,사통형,85.2,84.7,81,055-359-6307
4827010046,경남,밀양,퇴로서,경상남도 밀양시 부북면 퇴로리,1945-01-01,1945-12-31,2,보조수원,50,0.42,0.4,4,10,200,필댐(죤형),50160,136,3.5,8.03,8.03,0,사통형,79.1,78.6,76.8,055-359-6307
4827010049,경남,밀양,구위양,경상남도 밀양시 부북면 위양리,1945-01-01,1945-12-31,2,보조수원,220,5.5,5.07,40,10,200,필댐(죤형),44540,384,5.7,99,99,0,사통형,65.1,64.1,60.6,055-359-6307
4827010050,경남,밀양,신위양,경상남도 밀양시 부북면 위양리,1961-02-01,1963-12-30,2,주수원,192,2.99,2.85,61.1,10,200,필댐(죤형),119780,180,12.7,124,124,0,사통형,97,96.07,87.58,055-359-6307
4827010052,경남,밀양,무연,경상남도 밀양시 부북면 무연리,1945-01-01,1945-12-31,2,보조수원,74,1.77,1.69,17,10,100,필댐(죤형),93660,415,6.1,45.32,45.32,0,사통형,77.5,76.5,72.87,055-359-6307
4827010097,경남,밀양,가인(봉의),경상남도 밀양시 산내면 가인리,1976-09-20,1981-12-10,1,주수원,700,11.37,10.83,178.6,10,200,필댐(죤형),1380760,397,37,1492.35,1452.26,40.09,사통형,182,181,158,055-359-6307
4827010106,경남,밀양,단장,경상남도 밀양시 단장면 단장리,1972-01-01,1973-12-31,2,주수원,90,0.92,0.88,24.7,5,200,필댐(죤형),51560,114,10.87,38.27,38.27,0,사통형,86,85,78,055-359-6307
4827010107,경남,밀양,안법,경상남도 밀양시 단장면 안법리,1972-01-01,1973-12-31,2,보조수원,80,0.82,0.72,14,10,100,필댐(죤형),49890,132,12,23.44,23.44,0,사통형,82,81.05,75,055-359-6307
4827010112,경남,밀양,감물,경상남도 밀양시 단장면 감물리,1945-02-02,1945-12-31,1,주수원,700,11.65,10.32,104,10,100,필댐(죤형),39339,161,20.3,556.6,554.58,2.02,사통형,274.5,273.5,262,055-359-6307
4827010115,경남,밀양,국전,경상남도 밀양시 단장면 국전리,1976-02-03,1979-01-01,1,주수원,484,4.88,4.65,74.5,10,200,필댐(죤형),803700,149,29,449.08,448.56,0.52,사통형,218,217,195,055-359-6307
4827010126,경남,밀양,남산,경상남도 밀양시 상남면 남산리,1950-01-31,1952-12-29,1,주수원,360,7.32,6.97,96.8,10,100,필댐(죤형),63150,224,17.8,655.87,653.29,2.58,사통형,86,84.8,72,055-359-6307
4827010130,경남,밀양,두암,경상남도 밀양시 초동면 금포리,1945-01-01,1945-12-31,2,보조수원,15,0.28,0.27,4.8,10,100,필댐(죤형),12280,130,3.5,4.02,4.02,0,사통형,14,13.5,11,055-359-6307
4827010131,경남,밀양,금포,경상남도 밀양시 초동면 금포리,1945-01-01,1945-12-31,2,보조수원,56,0.25,0.24,4,5,100,필댐(죤형),37800,150,4,2.19,2.19,0,사통형,17,16.56,15,055-359-6307
4827010132,경남,밀양,성만,경상남도 밀양시 초동면 성만리,1945-02-05,1945-12-31,1,주수원,160,4.85,4.74,51.3,10,100,필댐(죤형),19516,173,15.4,319.27,311,8.27,사통형,53.2,52.2,43,055-359-6307
4827010134,경남,밀양,초동,경상남도 밀양시 초동면 신호리,1921-09-12,1924-12-10,1,주수원,2050,45.45,43.29,385,10,200,필댐(죤형),262790,840,7.5,1568,1568,0,사통형,15.5,14.5,8,055-359-6307
4827010140,경남,밀양,와지,경상남도 밀양시 초동면 봉황리,1961-01-30,1963-12-30,1,주수원,270,5.7,5.43,62,10,100,필댐(죤형),332120,297,21.3,399.31,381.15,18.16,사통형,98.5,97.5,87,055-359-6307
4827010141,경남,밀양,봉대,경상남도 밀양시 초동면 봉황리,1961-01-01,1963-12-30,2,주수원,253,3.68,3.4,43,10,100,필댐(죤형),165040,205,19.4,130.07,128.3,1.78,사통형,77.7,76.7,71,055-359-6307
4827010151,경남,밀양,화봉,경상남도 밀양시 무안면 화봉리,1958-01-27,1960-12-30,2,주수원,240,7.5,4.8,76.6,5,200,필댐(죤형),157430,230,13.1,241.39,238.13,3.26,사통형,87,86,79,055-359-6307
4827010164,경남,밀양,마흘,경상남도 밀양시 무안면 마흘리,1956-01-30,1958-12-29,1,주수원,280,4.68,4.46,85.5,10,100,필댐(죤형),80949,190,19,358.29,354.99,3.3,사통형,99.5,98.5,85,055-359-6307
4827010165,경남,밀양,백안,경상남도 밀양시 무안면 마흘리,1956-01-01,1958-12-29,2,보조수원,210,2.5,1.77,30,10,100,필댐(죤형),58340,86.4,16,87,85,2,사통형,131,130,121,055-359-6307
4827010170,경남,밀양,고사상,경상남도 밀양시 무안면 연상리,1951-01-01,1952-01-01,2,주수원,11,0.77,0.73,11.7,5,200,필댐(죤형),18780,54,7,28.25,28.25,0,사통형,49.45,48.85,41.85,055-359-6307
4827010171,경남,밀양,고사하,경상남도 밀양시 무안면 연상리,1951-01-01,1952-01-01,2,보조수원,9.3,0.39,0.37,2,10,200,필댐(죤형),7470,168,4,7.02,7.02,0,사통형,32.9,32.6,29.6,055-359-6307
4827010181,경남,밀양,웅동,경상남도 밀양시 무안면 웅동리,1956-01-01,1958-12-29,2,주수원,170,4.81,4.58,46.1,10,100,필댐(죤형),43169,220,17,260.84,254.73,6.12,사통형,92.5,91.5,82,055-359-6307
4827010185,경남,밀양,가례,경상남도 밀양시 무안면 가례리,1956-01-20,1958-12-29,2,주수원,120,5,4.7,58.5,10,100,필댐(죤형),27996,218,13,217.75,215.29,2.46,사통형,81.3,80.3,72,055-359-6307
4827010186,경남,밀양,서가정,경상남도 밀양시 무안면 가례리,1958-01-01,1960-12-30,2,주수원,130,3.42,3.26,32.3,5,100,필댐(죤형),68000,213,22.8,242.53,242.38,0.15,사통형,139.7,138.7,125,055-359-6307
4827010197,경남,밀양,소태,경상남도 밀양시 청도면 소태리,1986-10-31,1991-12-10,1,주수원,360,13.55,13.35,89.9,10,100,필댐(죤형),219330,236,25,1342.65,1269.1,73.55,사통형,126,125,110,055-359-6307
4827010211,경남,밀양,요고,경상남도 밀양시 청도면 요고리,1974-01-23,1976-01-01,1,주수원,1286,13.31,11.34,122.8,10,200,필댐(죤형),232430,212,17.2,632.31,563.29,69.02,사통형,114,113,104,055-359-6307
4827010212,경남,밀양,도곡,경상남도 밀양시 상동면 도곡리,1997-02-21,2001-01-01,1,주수원,728,6.01,5.17,62,10,100,필댐(죤형),220000,169,31.8,397.55,374,23.55,사통형,134,133,117,055-359-6307
4827010392,경남,밀양,조천,경상남도 밀양시 청도면 조천리,2009-04-30,2017-02-28,1,주수원,371,10.8,10.43,213.4,10,200,필댐(죤형),0,239.8,50,1560,1529,31,취수탑형,196.1,195.1,164,055-359-6307
4831010008,경남,고성.통영.거제,문동,경상남도 거제시 문동동,1951-01-01,1956-01-01,1,주수원,265,8.76,8.6,146.6,10,200,필댐(죤형),1000,127,17,340.1,340.1,0,기타,75.79,74.59,59.4,055-670-7000
4831010011,경남,고성.통영.거제,양정,경상남도 거제시 양정동,1953-01-01,1956-01-01,2,보조수원,174,3.7,3.6,10,10,200,필댐(죤형),1000,268,7.5,54.1,54.1,0,사통형,43.52,42.92,37.61,055-670-7000
4831010017,경남,고성.통영.거제,동부,경상남도 거제시 동부면 산양리,1952-01-01,1955-01-01,1,주수원,2400,19.85,19.7,216.4,10,200,필댐(죤형),1000,209,16,891.9,891.9,0,사통형,32.6,31.65,22,055-670-7000
4831010044,경남,고성.통영.거제,거제,경상남도 거제시 거제면 서상리,1943-12-01,1945-12-01,2,주수원,255,5.42,5.2,53.5,10,200,필댐(죤형),1000,246,21,281.7,281.7,0,사통형,51.6,50.61,36.6,055-670-7000
4831010046,경남,고성.통영.거제,명진,경상남도 거제시 거제면 명진리,1967-12-01,1972-01-01,2,주수원,148,1.86,1.7,30.1,10,200,필댐(죤형),500,206,22.4,91,91,0,사통형,88.9,87.86,74.67,055-670-7000
4831010060,경남,고성.통영.거제,사등,경상남도 거제시 사등면 사등리,1952-01-01,1954-01-01,2,주수원,240,2.71,2.5,63.7,10,200,필댐(죤형),1000,126,14.3,76.7,76.5,0.2,사통형,54,53.14,42.6,055-670-7000
4831010103,경남,고성.통영.거제,동림,경상남도 거제시 거제면 옥산리,1994-01-01,2000-01-01,1,주수원,183,6.23,5.9,72.7,10,200,필댐(죤형),1000,359,34.7,471.23,471.23,0,사통형,72.3,71.46,51.56,055-670-7000
4833010006,경남,김해.양산.부산,탑곡,경상남도 양산시 용당동,1931-03-26,1932-05-05,1,주수원,378,7.04,6.79,133.65,3,100,필댐(죤형),166000,216,19,451.8,451.8,0,사통형,101,100,87,055-320-4833
4833010016,경남,김해.양산.부산,장흥,경상남도 양산시 평산동,1942-01-01,1946-09-30,1,주수원,605,6.11,5.85,133,3,200,필댐(죤형),193000,217,21,340,340,0,사통형,195.6,194.1,183.1,055-320-4833
4833010040,경남,김해.양산.부산,대석,경상남도 양산시 상북면 대석리,1944-07-17,1954-03-31,2,주수원,570,3.55,3.38,73.9,3,50,필댐(죤형),219000,198,18,178.33,178.33,0,사통형,101.94,100,91,055-320-4833
4872010015,경남,의령,운암,경상남도 의령군 가례면 운암리,1945-04-12,1949-01-01,2,주수원,180,4.4,4.09,59.7,10,200,필댐(죤형),128093,187,16.2,258.9,258.9,0,사통형,77.88,76.88,64.17,055-570-6054
4872010017,경남,의령,대천,경상남도 의령군 가례면 대천리,1963-01-01,1963-12-31,2,주수원,80,0.61,0.57,14.6,10,200,필댐(죤형),1155,70.4,9,16.56,16.56,0,사통형,74.03,73.43,66.48,055-570-6054
4872010027,경남,의령,칠곡,경상남도 의령군 칠곡면 산남리,1945-01-04,1947-12-31,1,주수원,484,10.7,10.56,99.8,10,200,필댐(죤형),118720,169,14.6,581.62,581.62,0,사통형,118.2,117.7,105.2,055-570-6054
4872010036,경남,합천,삼가,경상남도 의령군 대의면 행정리,1976-02-05,1978-01-01,1,주수원,746,13.99,11.8,200.5,10,200,필댐(죤형),45566.5,277,10.08,853.2,853.2,0,사통형,201.71,200.71,186.35,055-930-8159
4872010043,경남,의령,다사,경상남도 의령군 대의면 다사리,1960-01-01,1960-12-31,2,주수원,150,0.5,0.39,8.2,10,50,필댐(죤형),6545,76,6.5,10.49,10.49,0,사통형,138.5,138,133.5,055-570-6054
4872010044,경남,의령,죽전,경상남도 의령군 대의면 다사리,1960-01-04,1960-12-31,2,주수원,208,1.49,1.48,12.9,10,50,필댐(죤형),3645,180,2.9,22.35,22.35,0,사통형,106.1,105.5,103.5,055-570-6054
4872010046,경남,의령,마쌍,경상남도 의령군 대의면 마쌍리,1968-01-05,1968-12-31,2,주수원,32,0.22,0.21,3.3,10,50,필댐(죤형),3593,31,7.2,5.03,5.03,0,사통형,116.6,115.8,110.2,055-570-6054
4872010047,경남,의령,추산,경상남도 의령군 대의면 추산리,1967-01-04,1967-12-31,2,주수원,16,0.27,0.24,7,10,50,필댐(죤형),6080,43,8.5,5.97,5.97,0,사통형,115.4,115,110.1,055-570-6054
4872010048,경남,의령,심지하,경상남도 의령군 대의면 심지리,1945-01-01,1945-12-31,2,주수원,66,0.27,0.26,4.3,10,50,필댐(죤형),720,64,5,5.7,4.89,0.81,사통형,96.6,96.3,93.1,055-570-6054
4872010049,경남,의령,신기,경상남도 의령군 대의면 심지리,1945-01-01,1945-12-31,2,주수원,33,0.78,0.73,13.6,10,100,필댐(죤형),1020,66,7,31.74,31.74,0,사통형,102.3,102,93.4,055-570-6054
4872010050,경남,의령,심지상,경상남도 의령군 대의면 심지리,1965-01-01,1965-12-31,2,주수원,60,0.31,0.29,4.2,10,50,필댐(죤형),10232,72,7.6,6.96,6.96,0,사통형,124.4,123.8,119.4,055-570-6054
4872010051,경남,의령,천곡,경상남도 의령군 대의면 천곡리,1963-01-04,1963-12-31,2,보조수원,80,0.35,0.31,18.3,10,50,필댐(죤형),11200,77,8.7,9.23,9.23,0,사통형,150.4,150,144.1,055-570-6054
4872010052,경남,의령,싹실,경상남도 의령군 대의면 천곡리,1964-01-04,1964-12-31,2,주수원,68.3,1.4,1.35,10.2,10,50,필댐(죤형),9693,60,7.5,30.12,30.12,0,사통형,94.5,94,89.9,055-570-6054
4872010059,경남,의령,가수,경상남도 의령군 화정면 가수리,1984-01-01,1989-01-01,1,주수원,270,8.4,8,103,10,200,필댐(죤형),169775,177,19,529.98,529.98,0,사통형,82.66,81.29,59.94,055-570-6054
4872010064,경남,의령,금동,경상남도 의령군 화정면 상정리,1961-01-01,1962-01-01,2,주수원,53,0.63,0.62,5.6,1,50,필댐(죤형),16179,69,9.5,17.2,17.2,0,사통형,52.6,52,47,055-570-6054
4872010065,경남,의령,저곡,경상남도 의령군 화정면 상정리,1965-01-09,1965-12-31,2,주수원,203,0.94,0.89,15,1,50,필댐(죤형),6720,67,7.5,32.34,32.34,0,사통형,43.5,43,36.6,055-570-6054
4872010075,경남,의령,덕암,경상남도 의령군 용덕면 이목리,1999-12-13,2006-12-29,1,주수원,470,14.5,13.94,150,10,50,필댐(죤형),287704,227,29.56,1192.13,1129.68,62.45,사통형,89.94,88.65,74.5,055-570-6054
4872010079,경남,의령,와요,경상남도 의령군 용덕면 와요리,1953-04-12,1959-12-31,2,보조수원,35,0.85,0.84,3.5,10,50,필댐(죤형),5040,42,7,36,36,0,사통형,71.3,70.7,64.41,055-570-6054
4872010081,경남,의령,가락,경상남도 의령군 용덕면 가락리,1954-01-01,1954-01-01,2,보조수원,126,3.8,3.4,22,10,200,필댐(죤형),17100,164,8.2,112.74,112.74,0,사통형,40.84,39.94,34.22,055-570-6054
4872010099,경남,의령,사례실,경상남도 의령군 정곡면 상촌리,1965-01-06,1965-12-31,2,주수원,27,0.6,0.55,17.4,10,50,필댐(죤형),752,71,5.8,18.5,18.5,0,사통형,74.1,73.5,68.4,055-570-6054
4872010103,경남,의령,백곡,경상남도 의령군 화정면 화양리,1966-04-26,1967-12-31,2,주수원,29,0.81,0.78,10.3,10,50,필댐(죤형),1800,90,8,26.1,26.1,0,사통형,46.5,45.9,40.2,055-570-6054
4872010109,경남,의령,오천,경상남도 의령군 지정면 오천리,1966-04-12,1968-01-07,2,보조수원,40,0.73,0.7,10,10,10,필댐(죤형),910,71,10.5,28.33,28.33,0,사통형,67.2,66.7,58.7,055-570-6054
4872010111,경남,의령,두곡,경상남도 의령군 낙서면 정곡리,1955-01-04,1955-12-31,2,주수원,15,1.34,1.31,10.2,10,50,필댐(죤형),1222,69,7.5,30,30,0,사통형,49,48.46,42.72,055-570-6054
4872010112,경남,의령,두곡지정,경상남도 의령군 지정면 두곡리,1963-01-04,1963-12-31,2,주수원,173,2.6,2.5,15,10,50,필댐(죤형),1080,69,6.5,20.06,20.06,0,사통형,68.68,67.98,56.85,055-570-6054
4872010114,경남,의령,관동,경상남도 의령군 지정면 두곡리,1966-01-01,1968-01-01,2,보조수원,48,0.9,0.84,12,10,50,필댐(죤형),3780,78,11.6,44,44,0,사통형,82.9,82.4,74,055-570-6054
4872010123,경남,의령,득소,경상남도 의령군 지정면 득소리,1966-04-12,1968-04-01,2,보조수원,67,1.53,1.36,24.3,10,50,필댐(죤형),2610,92,13.9,66.3,66.3,0,사통형,67.93,66.93,56.91,055-570-6054
4872010125,경남,의령,방계,경상남도 의령군 낙서면 전화리,1945-01-04,1945-12-31,2,주수원,38,0.77,0.68,10.3,10,10,필댐(죤형),600,56,6.4,20.49,20.49,0,사통형,56.9,56.5,52,055-570-6054
4872010141,경남,의령,서암,경상남도 의령군 가례면 괴진리,1953-01-01,1959-12-31,1,주수원,1380,16.9,16.62,285.1,10,5,필댐(죤형),219264,192,23,2053.25,2002.25,51,취수탑형,107.5,105.1,92,055-570-6054
4872010144,경남,의령,천락,경상남도 의령군 봉수면 천락리,1990-01-04,1998-12-31,1,주수원,625,11.6,11.5,128.9,10,200,필댐(죤형),591600,194,40,1450.7,1450.7,0,취수탑형,140.9,139,111.7,055-570-6054
4872010145,경남,의령,오산,경상남도 합천군 대양면 오산리,1987-01-01,1990-12-31,1,주수원,265,6.5,6.19,89.6,10,200,필댐(죤형),184000,219,26,623.82,623.82,0,사통형,189.95,188.95,167.79,055-570-6054
4872010147,경남,의령,예동,경상남도 의령군 궁류면 평촌리,1945-01-04,1945-12-31,2,주수원,74,0.37,0.32,3.3,10,50,필댐(죤형),5950,57,7.5,5.53,5.53,0,사통형,156.6,156.2,153.1,055-570-6054
4872010148,경남,의령,궁유,경상남도 의령군 궁류면 벽계리,1979-01-01,1985-12-30,1,주수원,980,20.3,19.7,363.6,10,200,필댐(죤형),414000,205,36.2,2522.59,2514.47,8.12,취수탑형,186.2,185,160.3,055-570-6054
4872010150,경남,의령,입사,경상남도 의령군 궁류면 운계리,1979-01-04,1987-12-31,1,보조수원,380,5.4,4.8,57,10,200,필댐(죤형),48587,169,24.5,363,363,0,사통형,181.19,179,150.31,055-570-6054
4872010163,경남,의령,마장,경상남도 의령군 유곡면 마장리,1962-01-01,1962-12-31,2,주수원,108,1.07,1,11.9,10,200,필댐(죤형),1645,74,12.5,47.44,47.44,0,사통형,123.8,123,114.2,055-570-6054
4872010164,경남,의령,표촌,경상남도 의령군 유곡면 마장리,1968-01-04,1968-12-31,2,주수원,50,2.23,2.09,3.9,10,50,필댐(죤형),7650,68,7,126.82,126.82,0,사통형,102.8,102,89.5,055-570-6054
4872010166,경남,의령,유곡,경상남도 의령군 유곡면 당동리,1945-01-04,1945-12-31,2,주수원,90,3.67,3.56,14.7,10,50,필댐(죤형),24960,143,8.3,185.43,185.43,0,사통형,71.1,70.5,61.7,055-570-6054
4872010168,경남,의령,지산,경상남도 의령군 지정면 두곡리,1985-01-04,1987-12-31,2,주수원,102,2.83,2.58,29,10,1,필댐(죤형),56700,96,15.5,154.52,154.52,0,사통형,76,75,63.1,055-570-6054
4872010169,경남,의령,천곡2,경상남도 의령군 대의면 천곡리,2004-12-01,2008-05-30,1,주수원,170,8.29,7.58,57.4,10,20,필댐(죤형),60.34,154,17.1,579.8,537.3,42.5,사통형,126.5,125.5,115,055-570-6054
4872010170,경남,의령,석천,경상남도 의령군 화정면 석천리,1999-12-21,2009-12-30,1,주수원,242,7.7,7.2,76.9,10,200,필댐(죤형),172072,163,30.6,681.2,674.38,6.82,취수탑형,106.4,105.4,85,055-570-6054
4872010176,경남,의령,의령,경상남도 의령군 용덕면 가미리,2010-12-06,2013-07-31,1,보조수원,122,18.4,17.9,285.1,10,20,필댐(죤형),0,237,52.5,3238.95,3232.3,6.65,취수탑형,106.3,105.5,65,055-570-6054
4872010318,경남,의령,상신,경상남도 의령군 유곡면 오목리,2016-02-01,2022-12-30,1,보조수원,872,23.3,21.4,0,10,0,필댐(죤형),361004,143,29.7,1768.2,1696.6,71.6,취수탑형,100.6,99.1,84,055-570-6054
